name_of_video
"चावल की कुरेरी-कुरडई, आज बनायें सालभर खायें । Rice Kachri, chawal ke phool, Tandalachi Kurdai Recipe"
"कैरी पुदीना शर्बत जो अन्दर तक ठंडक भर दे - 2 तरह से, लम्बी शेल्फ लाइफ भी ।  Raw Mango Sharbat Recipe"
भंडारे वाले हलवा चना प्रसाद मिनटों में बनाईये-इस तरह से । Quick way to make Halwa Kala Chana Prasad
व्रत का स्वाद भरा खाना-आलू भरे बाल्स व टिक्की । Vrat ka Khana Samavat Rice Balls n Tikki Recipe
"जरा से घी से बनी व्रत की थाली-नवरात्रि स्पेशल । Sabudana Kheer, Peanut Sundal, Singhada Paratha etc"
सिंघाडे की खास बर्फी आज बनायें पूरे 9 दिन खायें-व्रत का खाना |Navratri Vrat Singhare ki barfi recipe
साबूदाना खिचड़ी एसी कि हर दाना मोती जैसा अलग अलग परफेक्ट तरीका । Non sticky Sabudana khichdi Recipe
"पालक थेपला-हैल्दी नाश्ता, आसानी से बनाये, सफर में ले जायें, चार दिन तक खायें । Gujrati Palak Thepla"
"मूंगदाल की बडी एकदम सॉफ्ट, नये व आसान तरीके से और इसकी सब्जी भी। Moong Dal Mangodi banane ki vidhi"
"दाल चावल व सब्जियों से भरपूर हैल्दी नाश्ता, तेल बस जरा सा - वीकेन्ड स्पेशल। Chana Dal Pancake Recipe"
"पोहा के परांठे एसे बनायें, फूले फूले कुरमुरे व स्पाइसी-बिना आटा मिलाये । Poha Batata Paratha Recipe"
"धूप में सुखाये आलू के चिप्स - क्रिस्पी, सॉफ्ट व सालों चलें | Sun Dried Potato Chips | Dry Aloo Chips"
"चटपटे पानी पकौडे -फटाफट बनाईये, दाल से बने । Spicy Pani Pakoda, Pani Vada, Pani Phulki Recipe"
मूंगदाल हलवा 15 मिनट में बनायें  - वही ट्रेडीशनल स्वाद । Moong Dal Halwa Quick Recipe
वेज स्पेशल थाली - होली के लिये । Special Veg Thali for festival | North Indian Festival Thali Recipe
"चूरमा लड्डू बिना तले-कम घी में, गुड़ के व चीनी के भी Holi Special Churma Ladoo recipe without frying"
इस बार होली पर ये खास स्टफिंग वाली गुजिया बनाईये । How to make Gujiya | Holi Special Karanji Recipe
पफ बिस्किट जैसी परतों वाले कुरकुरे मसाला नमकपारे निमकी-होली स्पेशल । Crispy n Spicy Layred Namakpara
बेसन की दानेदार सॉफ्ट बर्फी सोन हलवा के स्वाद वाली - होली स्पेशल । Soft Besan Barfi Recipe
बेडमी पूरी दाल भरी खस्ता-आलू की सब्जी और खास टिप्स के साथ । Bedmi Poori Aloo Sabzi Original Recipe
एकदम मक्खन जैसा सॉफ्ट चीला पैनकेक और स्वाद बेमिसाल - ग्लूटन फ्री । Gluten Free Chilla Pancake Recipe
रसिया मुठिया बचे हुये चावल से बनी गुजराती रेसीपी । Single Pot meal Leftover Rice gravy muthia recipe
सूखी मटर के छोले-दिल्ली के मशहूर कुलचा ठेले के जैसे । Delhi Style Kulcha wale Matar ke chole Recipe
"गाजर की बर्फी, सॉफ्ट, मुंह में रखते ही घुल जाये ।  Gajar ki Barfi | Gajar Paak । Carrot Burfi Recipe"
मोटी लाल व हरी मिर्च का अचार जिसे देखते ही भूख लग जाय Red-Green Chilli Pickle with longer shelf life
मधुबन वड़ा-स्पेशल सॉफ्ट क्रीमी दही भल्ला जो सभी को पसंद आये । Creamy Madhuban Vada Chaat Recipe
"शहद वाली आंवला कैन्डी, बेहद गुणकारी, सारे पोषक तत्वों के साथ No sugar, No gur | Honey Amla Dry Candy"
वेज चाउमिन एकदम बाजार जैसी और फटाफट । Street Style Veg Chowmein Recipe । Spicy Veg Hakka Noodles
"स्पेशल मिर्च मसाला बोन्डा, कुरकुरे चटपटे, बस एक में ही पेट भर जाय । Stuffed Mirch Masala Vada Recipe"
मक्का के आटे के खस्ता आलू भुजिया सेव नमकीन । Maize Flour Sev Namkeen Recipe | Makai ke kurkure sev
पनीर 65 स्ट्रीट फूड रेसीपी । Paneer 65 Fry restaurant style | Kurkure Paneer starter party snacks
ज़ीरो आयल शाही पनीर और खाने में स्वाद में एकदम शाही पनीर ही जैसा । Zero Oil Shahi Paneer Recipe
"बेसन की पिन्नी, गुड़ या चीनी, 2 तरह से, शक्ति और इम्युनिटी के लिये । Traditional Besan Pinni Recipe"
न्यूट्री मटर मसाला करी | Soya Keema Matar ki Sabji | Minced Soya chunks with green peas gravy Recipe
बाजरे का परांठा-इतना स्वादिष्ट-खस्ता ? न्यूट्रीशियस व बनाना आसान । Pearl Millet Flour-greens Paratha
दाल बच गई है तो फटाफट ये क्रिस्पी दोसा बना डालिये । Instant Masala Dosa using leftover Dal Recipe
फ्रेंच टोस्ट-फटाफट बनने वाला स्वादिष्ट नाश्ता-एगलैस। Eggless Cheesy French Toast Indian Style recipe
"बाजरे की बर्फी, बेहद स्वादिष्ट, सर्दी में शक्ति देने वाली, लम्बी शेल्फ लाइफ । Pearl Millet Gur Burfi"
"गज़ब का सांफ्ट स्पंजी ढोकला - चना दाल चावल से, सही माप के साथ । Quick Chana Dal Rice Dhokla Recipe"
"मक्के की कुकीज जैसी खस्ता कुरकुरी टिक्की, जो खाये, बार बार मांगे। Maze Flour Til Sweet Tikki Recipe"
ताजा मटर मखाने की स्पेशल सब्जी पार्टी-शादियों वाली । Phool Makhana Matar Sabji with easy ingredients
"साग मुठिया,  कम तेल में बना पारंपरिक स्वाद भरा हैल्दी नाश्ता । Green Leaves Muthia Recipe"
"तिलगुड़ के एकदम सॉफ्ट लड्डू, सर्दी में एनर्जी देने वाले। Soft Til Gud ladoo recipe- Tilkut Recipe"
इस मकर संक्रान्ति पर मूंगदाल पालक के कुरकुरे मंगोड़े एसे बनायें । Moong Dal Palak Mangode Recipe
कम समय में बनने वाली खस्ता कुरकुरी सत्तू कचौरी । Sattu ki kachori kaise banti hai
"बिना तेल, चना दाल से झटपट बना स्वादिष्ट नाश्ता, जो सबको पसंद आये । Steamed Chana Da Veg Idli Recipe"
"गुड़ वाले, सुपरफूड मीठे मखाने-2 तरह से, सर्दी स्पेशल | Immunity Booster Caramel Sweet Makhana Recipe"
"टमाटर का सूप, बाजार के टमाटर सूप से ज्यादा अच्छा व फटाफट बने। Easy & Best Creamy Tomato Soup recipe"
गोंद के सॉफ्ट लड्डू बनाने का खास तरीका-सर्दी में स्वाद व एनर्जी का भंडार। Gond ke Laddu with jaggery
"फ्राइड मसाला ढोकला, रसीला-खट्टा-मीठा-चटपटा, स्वाद एसा जो याद रहे । Fried Masala Dhokla no Eno-Dahi"
"मलाई वाला गाजर हलवा, कुकर में, बिना घी मावा, मिल्क या कंडेस्ड मिल्क । Carrot Halwa No mawa-milk-ghee"
"सर्दियों के लिये खास, तिल मावा की बर्फी, कम इन्ग्रेडियेन्ट्स, बनाना आसान‌ । Til Mawa ki Barfi Recipe"
"आंवले का स्पाइसी छुन्दा, झटपट बने, गुणकारी, नो शुगर, सालभर चले । Spicy No Sugar Amla Chhunda Recipe"
ज्वार और बाजरा के दोसे और दोनों इतने कुरकुरे ! Crispy Jowar or Bajra  Dosa without rice quick recipe
